ModuleName,Total_ms,LoadLibrary_ms,GetSymbol_ms,CreateInstance_ms,StartupModule_ms,Status,FileSize_bytes,MemoryUsed_bytes,NumExportedFunctions,NumExportedNames,NumImportedDlls
,29.056,29.028,0.003,0.007,0.018,OK,84480,53248,1,1,11
,29.097,29.025,0.002,0.011,0.059,OK,571904,561152,7,7,20
,30.757,29.01,0.001,0.003,1.743,OK,4597760,1318912,163,163,45
,29.016,28.999,0.001,0.005,0.011,OK,374784,393216,203,203,30
,28.986,28.983,0.001,0.001,0.002,OK,155136,225280,6,6,12
,28.98,28.968,0.001,0.01,0.002,OK,277504,2809856,4,4,6
,28.964,28.947,0.001,0,0.016,OK,269824,4382720,40,40,15
,28.872,28.864,0.002,0.002,0.004,OK,181760,122880,114,114,11
,28.96,28.862,0.002,0.006,0.091,OK,135168,3420160,3,3,15
,28.845,28.839,0.001,0.004,0.001,OK,236544,290816,95,95,16
,115.575,28.831,0.001,0.001,86.742,OK,180736,15704064,23,23,12
,28.833,28.826,0.001,0.003,0.002,OK,218624,118784,28,28,15
,28.825,28.808,0,0.002,0.014,OK,701952,0,571,571,18
,28.789,28.779,0.001,0.007,0.001,OK,105984,65536,3,3,15
,29.573,28.771,0.002,0.001,0.8,OK,59392,45056,1,1,9
,28.759,28.753,0.002,0.003,0.001,OK,120320,606208,5,5,9
,64.22,28.74,0.002,0.01,35.468,OK,1729536,4857856,2,2,19
,46.042,28.65,0.001,0.004,17.387,OK,700928,598016,25,25,24
,28.658,28.635,0.001,0.005,0.016,OK,105984,3252224,1,1,9
,28.629,28.624,0.001,0.003,0.001,OK,118784,2392064,19,19,11
,28.631,28.621,0.002,0.006,0.002,OK,120320,3457024,22,22,12
,28.69,28.609,0.001,0.005,0.075,OK,199680,90112,17,17,19
,28.638,28.606,0.001,0.006,0.025,OK,106496,200704,1,1,12
,28.603,28.601,0,0,0.001,OK,572416,1064960,329,329,20
,28.627,28.587,0.001,0.004,0.034,OK,143360,139264,7,7,13
,28.628,28.585,0.001,0.007,0.035,OK,103424,126976,12,12,10
,28.581,28.559,0.001,0.003,0.017,OK,187904,155648,24,24,19
,28.561,28.556,0.001,0,0.004,OK,364032,446464,5,5,12
,28.54,28.535,0.001,0.003,0.001,OK,231936,1642496,291,291,17
,28.535,28.527,0.001,0.005,0.001,OK,293888,249856,256,256,17
,28.571,28.501,0.001,0.009,0.06,OK,137728,286720,31,31,14
,28.493,28.487,0.001,0.004,0.001,OK,137728,3203072,29,29,9
,28.505,28.474,0.002,0.011,0.019,OK,1607680,450560,1,1,13
,28.415,28.407,0.001,0.002,0.005,OK,2011648,1163264,1102,1102,15
,28.367,28.364,0.001,0.001,0.001,OK,49152,114688,1,1,5
,29.081,28.339,0.001,0.01,0.732,OK,217088,8269824,2,2,8
,28.387,28.32,0.001,0.007,0.059,OK,228352,192512,1,1,14
,28.32,28.294,0.001,0.004,0.021,OK,81920,266240,16,16,9
,28.297,28.288,0.001,0.005,0.002,OK,1293824,741376,462,462,22
,28.46,28.279,0.002,0.006,0.172,OK,370176,15454208,80,80,17
,28.438,28.263,0.001,0.005,0.169,OK,115712,184320,6,6,10
,28.26,28.256,0.001,0,0.002,OK,220672,360448,118,118,16
,28.458,28.234,0.002,0.009,0.213,OK,307200,0,1,1,12
,28.398,28.217,0.003,0.01,0.168,OK,304640,0,1,1,15
,28.235,28.212,0.001,0.007,0.015,OK,144384,258048,1,1,11
,29.752,28.183,0.001,0.004,1.564,OK,2006528,790528,4,4,22
,28.194,28.167,0.002,0.007,0.019,OK,107520,135168,25,25,13
,28.284,28.156,0.001,0.003,0.125,OK,667648,585728,93,93,19
,28.217,28.143,0.001,0.002,0.07,OK,929792,454656,8,8,19
,28.171,28.141,0.002,0.01,0.018,OK,89088,0,1,1,9
,28.981,28.14,0.001,0.003,0.838,OK,372224,3313664,22,22,14
,28.143,28.115,0,0.002,0.026,OK,726528,327680,26,26,19
,28.547,28.101,0.001,0.007,0.438,OK,69120,278528,1,1,9
,28.146,28.1,0.001,0,0.046,OK,201728,319488,30,30,10
,30.793,28.089,0.001,0.003,2.701,OK,3455488,761856,339,339,38
,29.064,28.061,0.001,0.005,0.997,OK,2029568,5550080,38,38,23
,28.048,28.045,0.001,0.001,0.001,OK,98304,212992,25,25,10
,28.025,28.023,0.001,0,0.001,OK,135680,3432448,25,25,14
,28.009,28.001,0.001,0.004,0.002,OK,175616,172032,59,59,13
,28.002,27.999,0.001,0.001,0.002,OK,104448,81920,21,21,12
,28.005,27.98,0.001,0,0.024,OK,325632,315392,345,345,21
,28.009,27.957,0.002,0.007,0.043,OK,126464,200704,18,18,15
,27.943,27.941,0,0,0.001,OK,221696,184320,10,10,11
,27.961,27.935,0.001,0.007,0.017,OK,81920,192512,1,1,7
,27.928,27.921,0.002,0.004,0.002,OK,233472,405504,14,14,13
,27.984,27.92,0.001,0.004,0.059,OK,535040,450560,15,15,18
,27.921,27.918,0.001,0.002,0.001,OK,1030144,2056192,453,453,14
,27.924,27.915,0.003,0.004,0.002,OK,96768,0,2,2,9
,27.913,27.898,0.001,0.005,0.008,OK,67072,0,1,1,8
,27.99,27.879,0.002,0.008,0.101,OK,73216,0,2,2,12
,27.917,27.87,0.002,0.009,0.036,OK,414208,204800,6,6,15
,27.99,27.867,0.001,0.004,0.118,OK,503296,356352,45,45,21
,27.869,27.835,0.001,0.003,0.03,OK,209408,1142784,31,31,18
,27.823,27.82,0.001,0.001,0.001,OK,379392,397312,13,13,18
,27.818,27.812,0.001,0.004,0.001,OK,94208,262144,3,3,11
,28.055,27.778,0.001,0.002,0.273,OK,2833408,864256,441,441,26
,27.803,27.764,0.001,0.018,0.021,OK,87040,315392,15,15,14
,27.816,27.762,0.001,0.011,0.043,OK,119296,139264,21,21,15
,27.757,27.753,0.001,0.001,0.002,OK,189440,131072,188,188,15
,27.745,27.729,0.001,0.006,0.009,OK,132096,163840,1,1,16
,28.164,27.721,0.001,0.002,0.44,OK,503296,1994752,12,12,11
,27.82,27.718,0.002,0.001,0.1,OK,50688,327680,1,1,8
,27.71,27.707,0,0,0.002,OK,238080,9768960,127,127,10
,27.713,27.686,0.001,0.007,0.019,OK,4251136,3997696,1,1,14
,27.687,27.682,0.001,0,0.003,OK,160256,258048,76,76,13
,27.678,27.67,0.001,0.005,0.002,OK,193536,102400,77,77,13
,27.669,27.656,0.001,0.004,0.008,OK,89088,3072000,7,7,10
,27.873,27.655,0.001,0.003,0.214,OK,4157440,1368064,388,388,25
,27.651,27.641,0.001,0.005,0.004,OK,148480,143360,1,1,10
,27.628,27.624,0.001,0,0.002,OK,1763840,647168,1,1,16
,27.627,27.623,0.001,0.002,0.001,OK,119296,212992,33,33,11
,27.621,27.617,0.001,0.001,0.002,OK,74240,53248,18,18,10
,27.662,27.609,0.003,0.007,0.043,OK,484352,516096,191,191,22
,27.609,27.598,0.001,0.009,0.002,OK,480256,499712,500,500,15
,27.617,27.595,0.002,0.005,0.015,OK,69120,53248,1,1,10
,27.598,27.593,0.001,0.003,0.001,OK,402944,434176,161,161,30
,27.637,27.581,0.002,0.005,0.05,OK,220160,249856,11,11,15
,27.585,27.579,0.001,0.004,0.002,OK,350208,466944,154,154,16
,27.584,27.577,0.001,0.005,0.002,OK,139264,90112,60,60,10
,27.58,27.574,0.001,0.002,0.003,OK,161792,98304,49,49,13
,27.563,27.549,0.001,0.008,0.005,OK,853504,3756032,344,344,11
,34.065,27.535,0.001,0.005,6.524,OK,1703424,4730880,124,124,25
,27.521,27.518,0,0,0.003,OK,1366528,741376,844,844,19
,27.524,27.505,0.002,0.005,0.012,OK,104448,3813376,1,1,10
,27.472,27.467,0.001,0.002,0.001,OK,293376,724992,47,47,15
,76.055,27.465,0.001,0,48.589,OK,299520,13647872,123,123,12
,27.476,27.461,0.001,0.005,0.009,OK,2298880,1933312,244,244,13
,27.572,27.458,0.001,0.006,0.108,OK,694784,2383872,22,22,17
,27.466,27.453,0.001,0,0.011,OK,218624,0,15,15,11
,27.427,27.396,0.001,0.007,0.023,OK,242176,139264,98,98,14
,27.388,27.384,0.002,0.001,0.001,OK,47616,45056,3,3,5
,27.414,27.379,0.002,0.009,0.025,OK,131584,258048,24,24,15
,27.365,27.355,0.001,0,0.009,OK,907776,462848,15,15,20
,27.34,27.338,0,0,0.001,OK,129536,286720,26,26,10
,27.307,27.296,0.001,0.002,0.009,OK,503296,155648,10,10,11
,27.3,27.294,0.002,0.001,0.002,OK,110080,278528,5,5,11
,27.37,27.268,0,0.006,0.096,OK,195072,217088,1,1,15
,27.28,27.268,0.001,0.007,0.004,OK,147968,2691072,102,102,9
,27.252,27.221,0.001,0.005,0.025,OK,331264,204800,23,23,21
,27.285,27.215,0.001,0,0.069,OK,385536,438272,83,83,19
,27.495,27.209,0.002,0.004,0.281,OK,246784,1478656,10,10,23
,27.347,27.205,0.001,0.006,0.135,OK,567808,4685824,7,7,15
,27.252,27.204,0.001,0.009,0.038,OK,149504,307200,12,12,17
,27.193,27.189,0.001,0.002,0.002,OK,142848,274432,29,29,18
,65.508,27.15,0.001,0.007,38.351,OK,1230848,667648,87,87,21
,27.15,27.141,0.001,0.006,0.002,OK,145920,0,97,97,12
,27.175,27.14,0.001,0.007,0.027,OK,109568,188416,1,1,11
,27.145,27.124,0.001,0.006,0.014,OK,91136,270336,12,12,15
,27.117,27.11,0.002,0.001,0.005,OK,164352,110592,2,2,10
,27.13,27.078,0.001,0.007,0.044,OK,507392,385024,2,2,13
,50.064,27.048,0.001,0.014,23.002,OK,691712,282624,281,281,22
,28.222,27.045,0.001,0.004,1.172,OK,254976,221184,12,12,11
,27.051,27.024,0.001,0.005,0.022,OK,100352,1708032,1,1,14
,27.01,27.007,0.001,0,0.002,OK,223232,2281472,101,101,22
,27.012,26.994,0,0.002,0.015,OK,438272,2715648,247,247,17
,26.924,26.92,0.002,0.001,0.001,OK,47104,45056,1,1,5
,29.992,26.905,0.001,0.005,3.082,OK,3137536,3317760,382,382,21
,26.911,26.885,0.001,0.002,0.023,OK,318976,290816,35,35,16
,82.47,26.86,0.001,0.007,55.601,OK,86528,274432,1,1,6
,26.942,26.857,0.001,0.004,0.079,OK,66048,49152,3,3,8
,26.896,26.848,0.001,0.005,0.042,OK,970752,892928,110,110,20
,26.799,26.795,0.001,0.001,0.002,OK,104448,167936,1,1,12
,34.741,26.794,0.002,0.008,7.938,OK,444416,774144,6,6,13
,26.789,26.782,0.001,0.004,0.002,OK,753152,253952,26,26,10
,26.779,26.775,0.001,0.002,0.002,OK,339456,262144,27,27,14
,26.75,26.745,0.001,0.003,0.001,OK,190464,4124672,98,98,18
,26.689,26.68,0.001,0.003,0.006,OK,147456,167936,21,21,18
,26.681,26.671,0.001,0.007,0.001,OK,664064,880640,48,48,13
,26.756,26.626,0.001,0.002,0.126,OK,774144,335872,107,107,27
,26.824,26.621,0.001,0.005,0.197,OK,819712,446464,10,10,21
,26.65,26.615,0.002,0.004,0.029,OK,224768,3747840,1,1,15
,26.638,26.613,0.001,0.003,0.022,OK,182784,323584,10,10,14
,26.615,26.578,0.002,0.003,0.033,OK,75264,2711552,1,1,8
,26.566,26.562,0.001,0.002,0.001,OK,127488,94208,21,21,14
,26.655,26.545,0,0.003,0.107,OK,220672,180224,4,4,15
,26.989,26.538,0.001,0,0.45,OK,155648,339968,32,32,19
,26.554,26.537,0.002,0.001,0.016,OK,99328,11395072,10,10,9
,26.597,26.536,0.001,0.003,0.057,OK,135168,1007616,3,3,13
,27.486,26.523,0.001,0.005,0.958,OK,371200,565248,39,39,30
,27.623,26.511,0.001,0.003,1.109,OK,528384,339968,22,22,20
,26.517,26.508,0.001,0.007,0.001,OK,83968,258048,6,6,9
,26.469,26.458,0.001,0.002,0.009,OK,309760,733184,55,55,9
,28.461,26.439,0.001,0.005,2.017,OK,1765376,753664,66,66,15
,26.442,26.436,0.001,0.004,0.001,OK,145920,290816,17,17,18
,26.434,26.432,0.001,0,0.001,OK,169984,2719744,38,38,13
,26.432,26.429,0.001,0,0.002,OK,436736,184320,53,53,12
,26.487,26.401,0.001,0.005,0.079,OK,1346048,458752,1,1,14
,26.384,26.381,0.001,0.001,0.001,OK,113664,151552,25,25,13
,26.483,26.376,0.001,0.002,0.105,OK,505344,430080,48,48,17
,26.391,26.373,0.002,0.008,0.008,OK,82432,4128768,1,1,10
,26.417,26.372,0.001,0.007,0.037,OK,1249280,11087872,107,107,19
,26.389,26.372,0.001,0.009,0.007,OK,382464,507904,1,1,15
,26.426,26.369,0.001,0.006,0.05,OK,607232,13897728,15,15,17
,26.405,26.329,0.001,0.006,0.068,OK,86528,11264000,1,1,8
,26.394,26.329,0.001,0.002,0.062,OK,133120,212992,43,43,13
,26.325,26.319,0,0.003,0.002,OK,379904,188416,187,187,16
,26.349,26.317,0.001,0.003,0.028,OK,102912,3178496,2,2,9
,26.316,26.294,0.001,0,0.021,OK,349184,245760,88,88,15
,51.485,26.274,0.001,0.004,25.206,OK,86528,192512,26,26,8
,26.298,26.271,0.001,0.007,0.02,OK,88064,196608,1,1,10
,26.249,26.225,0.001,0.004,0.02,OK,101888,143360,1,1,14
,26.406,26.222,0.001,0.003,0.18,OK,734720,413696,36,36,19
,26.224,26.222,0,0,0.001,OK,126464,151552,4,4,10
,26.231,26.213,0.001,0.006,0.011,OK,491520,0,27,27,14
,26.208,26.203,0.003,0.001,0.002,OK,87552,61440,20,20,12
,26.837,26.196,0.001,0.009,0.631,OK,94720,6205440,1,1,12
,26.194,26.191,0.001,0,0.002,OK,286208,827392,61,61,16
,26.908,26.184,0.002,0.006,0.716,OK,1221632,417792,1,1,15
,26.249,26.168,0.001,0,0.08,OK,81408,1757184,11,11,10
,26.278,26.147,0,0.002,0.129,OK,1274368,778240,4,4,21
,32.072,26.135,0.001,0.003,5.933,OK,1567232,593920,2,2,23
,26.145,26.131,0.001,0.004,0.009,OK,455168,290816,225,225,34
,26.129,26.126,0.001,0,0.001,OK,898048,610304,991,991,29
,26.101,26.099,0.001,0,0.001,OK,147968,3047424,15,15,13
,26.135,26.086,0,0.003,0.046,OK,657920,290816,313,313,16
,26.081,26.078,0.001,0.001,0.001,OK,84992,188416,2,2,10
,26.096,26.074,0.002,0.005,0.016,OK,173568,3325952,10,10,13
,26.083,26.05,0.001,0.004,0.027,OK,367104,331776,35,35,17
,142.433,26.031,0.002,0.004,116.396,OK,66048,131072,6,6,9
,26.056,26.018,0.001,0.004,0.033,OK,683520,249856,3,3,15
,75.63,26.016,0,0.003,49.61,OK,302080,5935104,84,84,14
,26.015,26.013,0,0.001,0.001,OK,98816,61440,19,19,10
,26.018,26.008,0.001,0.004,0.005,OK,259584,110592,6,6,16
,26.011,26,0.001,0.003,0.007,OK,206848,110592,11,11,12
,26.035,25.995,0.001,0,0.038,OK,189952,4993024,4,4,16
,26.026,25.993,0.001,0.004,0.028,OK,277504,0,174,174,9
,28.696,25.989,0.001,0.005,2.701,OK,1214464,618496,75,75,24
,25.999,25.986,0.001,0.002,0.011,OK,149504,114688,18,18,14
,26.331,25.983,0.001,0.003,0.344,OK,289280,196608,15,15,18
,26.004,25.978,0.002,0.007,0.018,OK,87040,290816,1,1,14
,25.943,25.94,0.001,0,0.002,OK,368640,4042752,98,98,10
,27.926,25.935,0.001,0.002,1.988,OK,2793472,749568,682,682,11
,25.936,25.929,0.001,0.004,0.001,OK,2146304,409600,1,1,13
,26.016,25.928,0.002,0.01,0.076,OK,155648,98304,1,1,17
,26.058,25.925,0.001,0.002,0.13,OK,254464,126976,93,93,11
,25.926,25.921,0.001,0.003,0.002,OK,108032,327680,38,38,15
,25.917,25.911,0,0.004,0.001,OK,201216,176128,19,19,14
,25.908,25.902,0.001,0.004,0.001,OK,227840,3383296,44,44,18
,25.88,25.878,0,0,0.001,OK,211968,196608,39,39,15
,25.855,25.852,0.001,0,0.002,OK,156672,192512,53,53,8
,25.85,25.83,0.001,0.018,0.002,OK,81920,65536,7,7,10
,25.836,25.83,0.001,0,0.005,OK,140800,225280,29,29,15
,25.751,25.748,0.001,0.001,0.001,OK,162816,98304,6,6,9
,25.814,25.74,0.003,0.001,0.07,OK,59904,278528,1,1,9
,25.845,25.737,0.001,0.003,0.104,OK,398336,163840,17,17,19
,25.731,25.722,0.001,0.007,0.001,OK,96768,10031104,11,11,8
,27.084,25.714,0.001,0.005,1.364,OK,411136,221184,3,3,15
,25.696,25.691,0.002,0.001,0.002,OK,47104,172032,1,1,5
,25.688,25.685,0.001,0.001,0.001,OK,49152,40960,1,1,5
,25.892,25.682,0.001,0.002,0.207,OK,730112,253952,12,12,20
,25.731,25.665,0.001,0.003,0.063,OK,140800,176128,15,15,11
,25.702,25.665,0.001,0.005,0.03,OK,69120,122880,1,1,10
,25.673,25.665,0,0.006,0.002,OK,293376,516096,37,37,11
,25.739,25.651,0.001,0,0.087,OK,174080,876544,12,12,13
,25.681,25.65,0.001,0.006,0.025,OK,68096,53248,1,1,10
,25.65,25.645,0.001,0.002,0.002,OK,323584,229376,61,61,14
,25.615,25.606,0.001,0.006,0.002,OK,128512,233472,1,1,16
,25.617,25.593,0.001,0.006,0.018,OK,425984,4354048,8,8,17
,25.593,25.59,0.001,0,0.002,OK,135680,131072,4,4,11
,25.736,25.589,0.001,0.002,0.145,OK,324096,315392,6,6,16
,25.593,25.588,0.001,0.001,0.002,OK,86528,1806336,27,27,10
,25.609,25.587,0.001,0.008,0.014,OK,497152,249856,1,1,15
,25.571,25.568,0.001,0,0.001,OK,203264,114688,145,145,11
,25.528,25.524,0.002,0.001,0.001,OK,49152,5365760,1,1,5
,25.515,25.513,0.001,0,0.001,OK,80896,61440,45,45,8
,25.496,25.478,0,0.005,0.012,OK,132608,69632,2,2,13
,25.498,25.452,0.002,0.004,0.04,OK,73728,2985984,1,1,8
,25.448,25.443,0.001,0.003,0.002,OK,148992,217088,3,3,13
,29.796,25.42,0.001,0.003,4.372,OK,267776,143360,105,105,9
,25.453,25.418,0.002,0.006,0.027,OK,157184,4284416,3,3,11
,25.441,25.418,0.002,0.003,0.018,OK,68096,5165056,35,35,10
,25.435,25.418,0.001,0.004,0.011,OK,167936,176128,12,12,10
,25.421,25.401,0.001,0.007,0.012,OK,68096,131072,2,2,10
,25.477,25.39,0.001,0.002,0.083,OK,327680,270336,82,82,20
,25.414,25.363,0.001,0.008,0.042,OK,185856,294912,1,1,13
,25.442,25.359,0.001,0.011,0.072,OK,396800,380928,1,1,13
,25.428,25.345,0.001,0.003,0.079,OK,718848,335872,11,11,15
,25.328,25.325,0.001,0,0.001,OK,236032,3256320,136,136,12
,25.267,25.263,0.001,0.001,0.002,OK,92160,651264,11,11,11
,25.264,25.26,0.001,0.001,0.002,OK,108544,69632,27,27,11
,25.261,25.258,0.001,0.001,0.001,OK,62976,159744,2,2,6
,25.244,25.241,0.001,0,0.001,OK,129536,69632,3,3,7
,25.234,25.229,0.001,0,0.003,OK,90624,3342336,2,2,13
,25.333,25.226,0.002,0.008,0.097,OK,1006592,749568,1,1,15
,32.092,25.224,0.001,0.007,6.86,OK,5773312,1576960,38,38,29
,25.209,25.205,0.001,0,0.002,OK,285184,110592,28,28,10
,25.574,25.2,0.001,0.006,0.367,OK,514048,0,64,64,18
,25.881,25.18,0.001,0.006,0.694,OK,798720,233472,5,5,14
,26.575,25.176,0.001,0.005,1.392,OK,306688,3006464,9,9,16
,27.902,25.138,0,0.006,2.757,OK,748032,4960256,16,16,17
,25.142,25.133,0.001,0.006,0.002,OK,174592,159744,128,128,10
,25.137,25.112,0.002,0.005,0.018,OK,276480,8929280,1,1,10
,25.525,25.105,0.001,0.005,0.415,OK,197120,229376,1,1,15
,25.107,25.105,0.001,0,0.001,OK,147968,286720,19,19,10
,25.085,25.079,0.001,0.004,0.001,OK,266752,126976,41,41,17
,25.539,25.071,0.001,0.005,0.462,OK,205824,229376,6,6,13
,25.073,25.063,0.001,0.007,0.002,OK,218624,3645440,2,2,14
,25.069,25.055,0.001,0,0.013,OK,146432,249856,24,24,14
,165.595,25.043,0.001,0.004,140.547,OK,889344,397312,52,52,17
,25.076,25.037,0.001,0.001,0.037,OK,161792,344064,29,29,9
,25.052,25.035,0.001,0.003,0.013,OK,886272,8925184,171,171,40
,25.073,25.03,0.001,0.006,0.036,OK,120832,733184,1,1,14
,25.017,25.007,0.002,0.006,0.002,OK,178688,172032,7,7,11
,24.967,24.96,0.001,0.005,0.001,OK,992256,204800,146,146,17
,24.967,24.946,0.001,0.004,0.016,OK,65024,2609152,1,1,11
,24.971,24.939,0.001,0.008,0.022,OK,147968,131072,1,1,13
,24.944,24.931,0,0,0.012,OK,553472,249856,92,92,14
,27.837,24.919,0.001,0.004,2.913,OK,775680,634880,35,35,26
,24.971,24.905,0.003,0.01,0.053,OK,170496,6426624,1,1,12
,24.912,24.896,0.004,0.006,0.006,OK,125952,188416,6,6,11
,24.888,24.886,0.001,0.001,0.001,OK,86528,229376,21,21,9
,24.887,24.863,0.001,0.005,0.018,OK,285696,176128,88,88,21
,26.833,24.85,0.001,0.003,1.98,OK,1478144,528384,7,7,18
,24.827,24.825,0,0,0.001,OK,155648,258048,15,15,15
,24.769,24.767,0.001,0.001,0.001,OK,98816,135168,17,17,9
,34.771,24.749,0.001,0.014,10.007,OK,205312,86016,10,10,9
,24.749,24.744,0,0.004,0.001,OK,249856,131072,10,10,13
,24.737,24.735,0.001,0,0.001,OK,80384,118784,6,6,8
,24.8,24.712,0.001,0.004,0.084,OK,1092608,442368,25,25,23
,24.703,24.7,0.001,0.001,0.001,OK,47104,40960,1,1,5
,24.686,24.679,0.002,0.004,0.001,OK,142848,143360,1,1,12
,52.076,24.608,0.001,0.004,27.463,OK,711168,499712,23,23,20
,24.606,24.602,0.001,0.002,0.001,OK,205824,12550144,59,59,11
,102.215,24.577,0.001,0.006,77.631,OK,208384,163840,1,1,14
,24.71,24.577,0.001,0.002,0.13,OK,1387520,495616,218,218,20
,24.592,24.577,0,0.002,0.013,OK,137216,3366912,25,25,15
,24.692,24.552,0.001,0.001,0.138,OK,50688,2600960,1,1,8
,24.587,24.549,0.001,0.005,0.032,OK,353792,323584,6,6,17
,24.554,24.547,0.001,0.005,0.002,OK,310272,102400,127,127,12
,24.614,24.536,0.001,0.006,0.07,OK,196608,86016,1,1,15
,25.115,24.529,0,0.002,0.583,OK,472576,237568,15,15,17
,24.492,24.487,0.001,0.003,0.002,OK,119296,86016,45,45,11
,24.507,24.475,0.001,0.004,0.027,OK,1466368,0,14,14,29
,26.128,24.468,0.001,0.003,1.656,OK,3597824,995328,161,161,30
,24.495,24.467,0.001,0.01,0.017,OK,88576,204800,1,1,12
,24.464,24.462,0.001,0.001,0.001,OK,90624,61440,21,21,8
,27.356,24.439,0.001,0.011,2.905,OK,844288,630784,69,69,11
,24.501,24.431,0,0.004,0.066,OK,1364992,516096,41,41,28
,24.414,24.412,0.001,0.001,0.001,OK,79872,4268032,7,7,10
,24.43,24.41,0.001,0.003,0.015,OK,72704,49152,8,8,12
,24.394,24.387,0.001,0.005,0.001,OK,235008,172032,87,87,13
,24.357,24.349,0.002,0.005,0.002,OK,188416,286720,6,6,10
,24.388,24.339,0.002,0.007,0.039,OK,79872,0,1,1,13
,24.326,24.324,0.001,0,0.001,OK,123392,233472,13,13,9
,24.379,24.322,0.001,0.007,0.049,OK,1279488,430080,1,1,13
,24.342,24.321,0.001,0.005,0.015,OK,387072,319488,1,1,15
,24.354,24.308,0.001,0.007,0.038,OK,573952,3579904,1,1,14
,24.304,24.303,0.001,0,0.001,OK,73728,1613824,4,4,9
,24.288,24.281,0.001,0.004,0.001,OK,88064,3256320,41,41,12
,24.274,24.272,0.001,0.001,0.001,OK,173056,2740224,44,44,13
,42.24,24.268,0.001,0.004,17.966,OK,237056,2629632,1,1,15
,24.276,24.256,0.001,0.006,0.013,OK,107520,266240,4,4,12
,24.368,24.254,0.001,0.004,0.109,OK,445952,311296,8,8,17
,24.382,24.253,0.001,0.006,0.122,OK,86528,102400,1,1,11
,24.275,24.253,0.001,0.003,0.018,OK,186880,126976,36,36,11
,24.254,24.237,0.001,0.004,0.013,OK,145408,212992,56,56,9
,24.238,24.233,0.001,0.002,0.001,OK,225280,315392,34,34,13
,24.235,24.232,0.001,0.001,0.001,OK,47616,110592,1,1,5
,24.231,24.225,0.001,0.004,0.001,OK,140288,274432,33,33,10
,24.22,24.217,0.001,0.001,0.001,OK,47104,36864,1,1,5
,24.218,24.214,0.001,0.001,0.001,OK,49152,3305472,1,1,5
,24.199,24.195,0.001,0.003,0.001,OK,99840,1507328,31,31,7
,24.146,24.14,0.001,0.003,0.002,OK,132096,135168,2,2,13
,24.155,24.13,0.001,0.004,0.02,OK,98304,135168,24,24,14
,24.196,24.112,0.001,0.008,0.075,OK,123392,204800,9,9,11
,24.096,24.094,0.001,0,0.001,OK,110080,147456,73,73,8
,24.078,24.072,0.001,0.004,0.001,OK,102400,200704,73,73,9
,24.058,24.053,0.001,0.003,0.001,OK,275968,143360,134,134,12
,25.487,24.046,0.002,0.004,1.435,OK,191488,122880,77,77,15
,24.045,24.043,0.001,0.001,0.001,OK,62976,61440,2,2,6
,24.035,24.032,0.001,0.001,0.001,OK,159232,413696,4,4,15
,24.799,24.031,0.002,0.011,0.754,OK,514048,483328,1,1,13
,23.961,23.959,0.001,0,0.002,OK,252928,143360,35,35,10
,31.365,23.958,0.001,0.004,7.403,OK,1629184,655360,55,55,32
,23.951,23.948,0.001,0,0.002,OK,161280,131072,47,47,10
,26.13,23.94,0.001,0.003,2.185,OK,1326592,360448,1,1,14
,42.185,23.93,0.001,0.043,18.211,OK,453632,143360,1,1,18
,23.974,23.929,0.001,0.001,0.042,OK,51712,45056,1,1,7
,33.934,23.925,0.001,0.006,10.001,OK,606720,282624,4,4,14
,23.922,23.919,0.001,0,0.002,OK,80896,131072,11,11,10
,23.918,23.911,0.001,0.001,0.005,OK,2915840,1069056,98,98,14
,23.906,23.903,0.001,0.001,0.002,OK,79872,2355200,8,8,6
,23.908,23.902,0.001,0.003,0.001,OK,96256,323584,22,22,10
,23.967,23.888,0.001,0.006,0.072,OK,143360,155648,1,1,19
,23.962,23.871,0.001,0.006,0.085,OK,457728,7081984,3,3,22
,23.876,23.849,0.002,0.006,0.02,OK,87552,4837376,8,8,11
,24.045,23.828,0.001,0.002,0.214,OK,224768,286720,2,2,15
,23.807,23.806,0,0,0.001,OK,188928,671744,53,53,9
,23.808,23.805,0.001,0,0.002,OK,86016,94208,13,13,9
,23.799,23.797,0.001,0,0.001,OK,48640,10457088,4,4,5
,23.861,23.793,0.001,0.008,0.059,OK,214016,208896,21,21,12
,23.888,23.789,0.001,0.01,0.088,OK,3077632,618496,1,1,15
,23.849,23.751,0.001,0.007,0.089,OK,205824,77824,1,1,13
,23.746,23.743,0.001,0.001,0.002,OK,86528,139264,19,19,10
,23.887,23.733,0.001,0.006,0.148,OK,250880,2662400,2,2,16
,23.873,23.716,0.001,0.005,0.152,OK,425984,241664,4,4,12
,23.707,23.679,0.002,0.007,0.019,OK,56832,176128,1,1,12
,23.715,23.673,0.001,0.008,0.033,OK,834560,282624,2,2,18
,23.694,23.669,0.003,0.005,0.017,OK,57856,192512,1,1,12
,23.669,23.637,0.001,0.005,0.027,OK,1010688,331776,50,50,13
,23.637,23.636,0,0,0.001,OK,280576,372736,187,187,14
,23.616,23.614,0.001,0,0.001,OK,84992,61440,8,8,8
,23.609,23.606,0,0.002,0.001,OK,138240,114688,14,14,14
,23.593,23.588,0.002,0,0.003,OK,111616,9179136,30,30,11
,29.404,23.571,0.002,0.007,5.825,OK,147456,212992,17,17,12
,23.581,23.563,0.001,0.005,0.012,OK,75264,3018752,1,1,8
,23.558,23.555,0.001,0.001,0.002,OK,77824,143360,2,2,9
